id,name,slug,status,query,title,path,url,score,reason,desc_excerpt,categories
53,왕랑,wang_lang_53,KEEP,왕랑,왕랑,/w/%EC%99%95%EB%9E%91,https://namu.wiki/w/%EC%99%95%EB%9E%91,15,strong:후한 말|삼국시대|정사 삼국지|조위,후한 말의 지방관이자 삼국시대 위나라 의 문관. 자 는 경흥(景興). 본명은 왕엄(王嚴). 정사 삼국지 서,후한의 인물 | 한나라의 관료 | 조위의 사도 | 조위의 사공 | 167년 출생 | 228년 사망 | 린이시 출신 인물 | 동해 왕씨
58,조진,jo_jin_58,KEEP,조진,조진,/w/%EC%A1%B0%EC%A7%84,https://namu.wiki/w/%EC%A1%B0%EC%A7%84,18,strong:후한 말|삼국시대|조위|위나라,후한 말과 삼국시대 위나라 의 장수. 자 는 자단(子丹). 조조 의 조카 뻘. 형제자매로 조빈 과,후한의 인물 | 한나라/무관 | 조위의 인물 | 삼국시대(중국)/황족 | 231년 사망
61,방덕,pang_de_61,KEEP,방덕,방덕,/w/%EB%B0%A9%EB%8D%95,https://namu.wiki/w/%EB%B0%A9%EB%8D%95,13,strong:후한 말|정사 삼국지|조위|위나라,"방덕(龐德, 생년 미상~219년)은 후한 말의 인물. 위나라 의 인물. 자 는 영명(令明). 정사 삼국지 초",딩시시 출신 인물 | 후한의 인물 | 한나라/무관 | 조위의 인물 | 219년 사망 | 전쟁 사망자 | 참수된 인물
65,종요,jong_yo_65,KEEP,종요,종요,/w/%EC%A2%85%EC%9A%94,https://namu.wiki/w/%EC%A2%85%EC%9A%94,13,strong:후한 말|삼국시대|조위|위나라,후한 말과 삼국시대 위나라 의 인물이며 자 는 원상(元常)으로 예주 영천군 장사현 출생. 영천 에서,한나라의 관료 | 조위의 태위 | 중국의 서예가 | 151년 출생 | 230년 사망 | 쉬창시 출신 인물 | 영천 종씨
67,두습,du_seup_67,KEEP,두습,두습,/w/%EB%91%90%EC%8A%B5,https://namu.wiki/w/%EB%91%90%EC%8A%B5,11,strong:삼국시대|조위|위나라,삼국시대 위나라 의 인물로 자 는 자서(子緖). 예주 영천군 정릉현 출신으로 인재가 많았던 영천 에서,조위의 인물 | 뤄허시 출신 인물
72,유방,yu_bang_72,KEEP,유방(삼국지),유방(삼국지),/w/%EC%9C%A0%EB%B0%A9(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%9C%A0%EB%B0%A9(%EC%82%BC%EA%B5%AD%EC%A7%80),15,strong:후한 말|삼국시대|조위|위나라;qual:삼국지,후한 말과 삼국시대 위나라 의 인물이며 자 는 자기(子棄)로 한 (漢)왕조의 창시자인 한고제 와는 한국,후한의 인물 | 한나라의 황족 | 조위의 인물 | 250년 사망 | 랑팡시 출신 인물
73,손자,son_ja_73,KEEP,손자(삼국지),손자(삼국지),/w/%EC%86%90%EC%9E%90(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%86%90%EC%9E%90(%EC%82%BC%EA%B5%AD%EC%A7%80),13,strong:삼국시대|조위|위나라;qual:삼국지,삼국시대 위나라 의 인물이며 자 는 언룡(彥龍)으로 병주 태원군 중도현 출신이다. 유방 과는 진정한,조위의 인물 | 251년 사망
80,방통,pang_tong_80,KEEP,방통,방통,/w/%EB%B0%A9%ED%86%B5,https://namu.wiki/w/%EB%B0%A9%ED%86%B5,9,strong:후한 말|촉한,"후한 말의 전략가이자 유비 휘하의 모사. 자 는 사원(士元). 시호는 정후(靖侯). 시법에 따라 해석하면 """,방통 | 179년 출생 | 214년 사망 | 샹양시 출신 인물 | 후한의 인물 | 촉한의 인물 | 전쟁 사망자 | 화살에 죽은 인물
92,미축,mi_chuk_92,KEEP,미축,미축,/w/%EB%AF%B8%EC%B6%95,https://namu.wiki/w/%EB%AF%B8%EC%B6%95,16,strong:후한 말|삼국시대|촉한|삼국시대(중국),"후한 말과 삼국시대 촉한 의 문관이자 미방 의 형, 미부인 의 오빠로 자 는 자중(子仲). 서주",221년 사망 | 후한의 인물 | 삼국시대(중국)/외척 | 촉한의 인물 | 롄윈강시 출신 인물 | 지병으로 죽은 인물
105,오의,o_ui_105,KEEP,오의(삼국지),오의(삼국지),/w/%EC%98%A4%EC%9D%98(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%98%A4%EC%9D%98(%EC%82%BC%EA%B5%AD%EC%A7%80),18,strong:후한 말|삼국시대|촉한|삼국시대(중국);qual:삼국지,"후한 말 군벌인 유장 수하의 장수이자 삼국시대 촉한 의 장수. 목황후 의 오빠, 오반 의 족형이다.",후한의 인물 | 촉한의 인물 | 삼국시대(중국)/외척 | 237년 사망 | 카이펑시 출신 인물
109,진밀,jin_mil_109,KEEP,진밀,진밀,/w/%EC%A7%84%EB%B0%80,https://namu.wiki/w/%EC%A7%84%EB%B0%80,11,strong:삼국시대|정사 삼국지|촉한,삼국시대 촉한 의 신하. 자 는 자칙(子敕). 정사 삼국지 익주 광한군 면죽현 사람으로 젊을 때부터 어린,226년 사망 | 촉한의 유학자 | 더양시 출신 인물
111,종예,jong_ye_111,KEEP,종예,종예,/w/%EC%A2%85%EC%98%88,https://namu.wiki/w/%EC%A2%85%EC%98%88,11,strong:삼국시대|정사 삼국지|촉한,중국 삼국시대 촉한 의 인물이며 자 는 덕염(德艶)으로 형주 남양군 안중현 사람. 정사 삼국지 건안,촉한의 인물 | 264년 사망 | 중국의 객사한 인물 | 난양시 출신 인물
113,풍습,pung_seup_113,KEEP,풍습(삼국지),풍습(삼국지),/w/%ED%92%8D%EC%8A%B5(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%ED%92%8D%EC%8A%B5(%EC%82%BC%EA%B5%AD%EC%A7%80),13,strong:삼국시대|정사 삼국지|촉한;qual:삼국지,삼국시대 촉한 의 장수이며 자 는 휴원(休元)으로 형주 남군 사람이다. 정사 삼국지 유비 를 수행해 2,촉한의 인물 | 222년 사망 | 징저우시 출신 인물 | 중국의 살해된 인물 | 전쟁 사망자
117,여몽,lu_meng_117,KEEP,여몽,여몽,/w/%EC%97%AC%EB%AA%BD,https://namu.wiki/w/%EC%97%AC%EB%AA%BD,7,strong:후한 말,"후한 말의 인물. 손책 , 손권 휘하의 무장. 자 는 자명(子明). 예주 여남군 부파현 사람. 손권",후한의 인물 | 178년 출생 | 219년 사망 | 푸양시(안후이성) 출신 인물
122,주태,zhou_tai_122,KEEP,주태,주태,/w/%EC%A3%BC%ED%83%9C,https://namu.wiki/w/%EC%A3%BC%ED%83%9C,9,strong:후한 말|정사 삼국지,"후한 말의 인물이며 자 는 유평(幼平)으로 주소 (周邵), 주승 (周承)의 아버지. 정사 삼국지 손책 이 강",몰년 미상 | 한나라/무관 | 화이난시 출신 인물
133,반장,ban_jang_133,KEEP,반장(삼국지),반장(삼국지),/w/%EB%B0%98%EC%9E%A5(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EB%B0%98%EC%9E%A5(%EC%82%BC%EA%B5%AD%EC%A7%80),15,strong:후한 말|삼국시대|손오|오나라;qual:삼국지,후한 말과 삼국시대 오나라 의 장수이며 자는 문규(文珪)로 연주 동군(東郡) 발간현(發干縣) 출신 현 산둥,한나라/무관 | 손오의 인물 | 234년 사망 | 랴오청시 출신 인물
134,주연,ju_yeon_134,KEEP,주연(삼국지),주연(삼국지),/w/%EC%A3%BC%EC%97%B0(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%A3%BC%EC%97%B0(%EC%82%BC%EA%B5%AD%EC%A7%80),15,strong:후한 말|삼국시대|손오|오나라;qual:삼국지,"후한 말과 삼국시대 오나라 의 인물이며 자 는 의봉(義封)으로 본명은 시연(施然). 주치 의 양자 ,",후한의 인물 | 손오의 인물 | 182년 출생 | 249년 사망 | 후저우시 출신 인물
140,전종,jeon_jong_140,KEEP,전종,전종,/w/%EC%A0%84%EC%A2%85,https://namu.wiki/w/%EC%A0%84%EC%A2%85,13,strong:후한 말|삼국시대|손오|오나라,"후한 말, 삼국시대 오나라 의 장수이자 손권 의 사위로 자 는 자황(子璜). 양주 오군 전당현 사",후한의 인물 | 손오의 부마 | 오군 전씨
146,여범,yeo_beom_146,KEEP,여범,여범,/w/%EC%97%AC%EB%B2%94,https://namu.wiki/w/%EC%97%AC%EB%B2%94,13,strong:후한 말|삼국시대|손오|오나라,"후한 말의 인물이자 삼국시대 오나라 의 관료. 여거 의 아버지, 아내는 유씨 . 자 는 자형(子衡).",후한의 인물 | 손오의 인물 | 228년 사망 | 푸양시(안후이성) 출신 인물
154,안량,an_ryang_154,KEEP,안량,안량,/w/%EC%95%88%EB%9F%89,https://namu.wiki/w/%EC%95%88%EB%9F%89,9,strong:후한 말|정사 삼국지,후한 말의 인물이자 원소 휘하의 장수. 정사 삼국지 열전이 존재하지 않기 때문에 다른 인물들의 기록에서 그 편,후한의 인물 | 한나라/무관 | 200년 사망 | 전쟁 사망자 | 린이시 출신 인물
155,전풍,jeon_pung_155,KEEP,전풍,전풍,/w/%EC%A0%84%ED%92%8D,https://namu.wiki/w/%EC%A0%84%ED%92%8D,7,strong:후한 말,"후한 말의 인물. 자 는 원호 (元皓). 기주 거록군 출신, 일설에는 발해군 출신. 원소 를 섬긴",200년 사망 | 후한의 인물 | 한나라의 관료 | 옥사한 인물 | 허베이성 출신 인물 | 중국의 살해된 인물
158,곽도,gwak_do_158,KEEP,곽도,곽도,/w/%EA%B3%BD%EB%8F%84,https://namu.wiki/w/%EA%B3%BD%EB%8F%84,7,strong:후한 말,후한 말의 군벌인 원소 의 부하이며 자 는 공칙(公則)으로 예주 영천군 사람이다. 조조 의 모사인 곽,후한의 인물 | 한나라의 관료 | 205년 사망 | 쉬창시 출신 인물 | 영천 곽씨 | 전쟁 사망자
165,채모,chae_mo_165,KEEP,채모,채모,/w/%EC%B1%84%EB%AA%A8,https://namu.wiki/w/%EC%B1%84%EB%AA%A8,11,strong:후한 말|정사 삼국지|조위,후한 말의 군벌 인 유표 휘하의 호족 이자 무장. 자 는 덕규(德珪). 정사 삼국지 《양양기구기》에 따르,후한의 인물 | 한나라/무관 | 샹양시 출신 인물 | 조위의 인물
169,한숭,han_sung_169,KEEP,한숭,한숭,/w/%ED%95%9C%EC%88%AD,https://namu.wiki/w/%ED%95%9C%EC%88%AD,9,strong:후한 말|조위,"후한 말의 문관이며 자 는 덕고(德高)로 형주 의양군 출신이다. 생애 어릴 때부터 학문을 좋아하였고, 가",후한의 인물 | 한나라의 관료 | 난양시 출신 인물 | 조위의 인물
175,포신,po_sin_175,KEEP,포신(삼국지),포신(삼국지),/w/%ED%8F%AC%EC%8B%A0(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%ED%8F%AC%EC%8B%A0(%EC%82%BC%EA%B5%AD%EC%A7%80),9,strong:후한 말;qual:삼국지,"후한 말의 군웅 이자 포소 , 포훈 의 아버지, 포도 의 형으로 포단의 아들. 연주 태산군 現 산동",후한의 군벌 | 태산 포씨 | 152년 출생 | 192년 사망 | 전쟁 사망자 | 타이안시 출신 인물
176,공융,kong_rong_176,KEEP,공융,공융,/w/%EA%B3%B5%EC%9C%B5,https://namu.wiki/w/%EA%B3%B5%EC%9C%B5,9,strong:후한 말|삼국시대,후한 말의 관원이자 삼국시대 초기의 인물로 자 는 문거(文擧). 예주 노국 노현 사람이자 공자 의,후한의 인물 | 한나라의 관료 | 곡부 공씨 | 153년 출생 | 208년 사망 | 참수된 인물
178,왕광,wang_gwang_178,KEEP,왕광,왕광,/w/%EC%99%95%EA%B4%91,https://namu.wiki/w/%EC%99%95%EA%B4%91,9,strong:후한 말|정사 삼국지,후한 말의 군웅 이며 자 는 공절(公節)로 연주 태산군 봉고현 사람. 정사 삼국지 의협심으로 명망이 높,후한의 군벌 | 중국의 살해된 인물 | 타이안시 출신 인물
190,양봉,yang_bong_190,KEEP,양봉(삼국지연의),양봉(삼국지연의),/w/%EC%96%91%EB%B4%89(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),https://namu.wiki/w/%EC%96%91%EB%B4%89(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),12,strong:삼국지연의;qual:삼국지|삼국지연의,삼국지연의 의 가공인물 로 남만 독룡동 서쪽에 위치한 은야동의 21번째 동주. 행적 맹획 이 제갈량 에게 연,삼국지/가공인물
192,이각,i_gak_192,KEEP,이각,이각,/w/%EC%9D%B4%EA%B0%81,https://namu.wiki/w/%EC%9D%B4%EA%B0%81,7,strong:후한 말,후한 말의 인물. 동탁 의 수하 장수이자 군벌 . 생애 손견 이 호진 을 발라 버리고 화웅 을 참살하자,198년 사망 | 후한의 군벌 | 한나라/무관 | 시안시 출신 인물 | 참수된 인물
195,화웅,hwa_ung_195,KEEP,화웅,화웅,/w/%ED%99%94%EC%9B%85,https://namu.wiki/w/%ED%99%94%EC%9B%85,7,strong:삼국지연의,""" 닭 잡는 데 어찌 소 잡는 칼을 쓰려 하십니까? "" - 삼국지연의 연의의 오리지널 대사는 아니고, 논어",191년 사망 | 후한의 인물 | 한나라/무관 | 전쟁 사망자
198,이숙,i_suk_198,KEEP,이숙(손오),이숙(손오),/w/%EC%9D%B4%EC%88%99(%EC%86%90%EC%98%A4),https://namu.wiki/w/%EC%9D%B4%EC%88%99(%EC%86%90%EC%98%A4),13,strong:삼국시대|손오|오나라;qual:손오,삼국시대 오나라 의 관료이며 자는 위공(偉恭)으로 형주 남양군 사람. 생애 어려서 재능이 있다고 알려졌고,손오의 인물
241,파재,pa_jae_241,KEEP,파재,파재,/w/%ED%8C%8C%EC%9E%AC,https://namu.wiki/w/%ED%8C%8C%EC%9E%AC,9,strong:후한 말|황건적,후한 말의 황건적 . 생애 184년 에 장각 이 난을 일으키자 그의 명령에 호응해 난을 일으켰고 영천 에,황건적
242,팽탈,paeng_tal_242,KEEP,팽탈,팽탈,/w/%ED%8C%BD%ED%83%88,https://namu.wiki/w/%ED%8C%BD%ED%83%88,9,strong:후한 말|황건적,후한 말의 황건적 . 184년에 장각 이 난을 일으키자 그의 명령에 호응해 난을 일으킨 것으로 여겨지며 황보숭,황건적
243,마원의,ma_wonui_243,KEEP,마원의,마원의,/w/%EB%A7%88%EC%9B%90%EC%9D%98,https://namu.wiki/w/%EB%A7%88%EC%9B%90%EC%9D%98,9,strong:후한 말|황건적,"후한 말의 황건적 . 생애 태평도의 대방(大方)으로 형주, 양주 일대에서 수만 명을 모았으며, 거사하기 이전에",황건적 | 184년 사망 | 거열형된 인물
247,하의,ha_ui_247,KEEP,하의(삼국지),하의(삼국지),/w/%ED%95%98%EC%9D%98(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%ED%95%98%EC%9D%98(%EC%82%BC%EA%B5%AD%EC%A7%80),13,strong:후한 말|정사 삼국지|황건적;qual:삼국지,후한 말의 황건적 . 정사 삼국지 황건적의 난 이 진압된 이후에 잔당으로써 남아 유벽 유벽이 여기서 죽었는지에,황건적 | 몰년 미상
248,한충,han_chung_248,KEEP,한충,한충,/w/%ED%95%9C%EC%B6%A9,https://namu.wiki/w/%ED%95%9C%EC%B6%A9,11,strong:후한 말|정사 삼국지|황건적,"한충(韓忠, 생년 미상~ 184년 )은 후한 말의 황건적 이다. 정사 삼국지 완성 ( 허난성 난양시 )을",황건적 | 184년 사망 | 중국의 살해된 인물
249,손하,son_ha_249,KEEP,손하(삼국지),손하(삼국지),/w/%EC%86%90%ED%95%98(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%86%90%ED%95%98(%EC%82%BC%EA%B5%AD%EC%A7%80),9,strong:후한 말;qual:삼국지,후한 말의 인물이며 자 는 백해(伯海)로 양주 오군 부춘현 사람. 생애 원래는 성씨 가 유(俞)씨,후한의 인물 | 204년 사망 | 항저우시 출신 인물 | 중국의 살해된 인물
257,주준,zhu_jun_257,KEEP,주준,주준,/w/%EC%A3%BC%EC%A4%80,https://namu.wiki/w/%EC%A3%BC%EC%A4%80,7,strong:삼국지연의,"주준(朱儁, 1980년대까지 국내 번역 된 < 삼국지연의 >에는 儁의 오독으로 인해 이름이 주전 으로 틀리게 표",후한의 태위 | 195년 사망 | 사오싱시 출신 인물
267,유민,yu_min_267,KEEP,유민(삼국지),유민(삼국지),/w/%EC%9C%A0%EB%AF%BC(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%9C%A0%EB%AF%BC(%EC%82%BC%EA%B5%AD%EC%A7%80),11,strong:삼국시대|촉한;qual:삼국지,삼국시대 촉한 의 인물. 형주 영릉군 천릉현 사람으로 장완 의 외종동생이다. 생애 장완과 더불어 이름이 알려졌,촉한의 인물 | 몰년 미상 | 후난성 출신 인물
275,동우,dong_u_275,KEEP,동우(삼국지),동우(삼국지),/w/%EB%8F%99%EC%9A%B0(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EB%8F%99%EC%9A%B0(%EC%82%BC%EA%B5%AD%EC%A7%80),15,strong:후한 말|삼국시대|조위|위나라;qual:삼국지,후한 말과 삼국시대 위나라 의 인물이며 자는 계직(季直)으로 고사성어 독서삼여 의 유래가 된 인물. 생애,후한의 인물 | 한나라의 관료 | 조위의 인물
278,한영,han_yeong_278,KEEP,한영(삼국지연의),한영(삼국지연의),/w/%ED%95%9C%EC%98%81(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),https://namu.wiki/w/%ED%95%9C%EC%98%81(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),14,strong:삼국지연의|위나라;qual:삼국지|삼국지연의,"삼국지연의 의 가공인물 이자 위나라 의 장수로 서량의 대장인 한덕 의 장남이자 한요 , 한경 , 한기",삼국지/가공인물
303,손영,son_yeong_303,KEEP,손영,손영,/w/%EC%86%90%EC%98%81,https://namu.wiki/w/%EC%86%90%EC%98%81,16,strong:삼국시대|손오|오나라|삼국시대(중국),孫英 (? ~ 254) 삼국시대 오나라 의 인물. 손등 의 아들. 생애 241년 손등 이 죽자 오후에 봉해졌,손오의 인물 | 삼국시대(중국)/황족 | 254년 사망 | 중국의 자살한 인물
304,서봉,seo_bong_304,KEEP,서봉(후한),서봉(후한),/w/%EC%84%9C%EB%B4%89(%ED%9B%84%ED%95%9C),https://namu.wiki/w/%EC%84%9C%EB%B4%89(%ED%9B%84%ED%95%9C),9,strong:후한 말;qual:후한,"후한 말의 인물. 생애 환관으로 184년의 태평도의 대방인 마원의 가 봉기를 위해 형주, 양주의 수만 명을 모아",후한의 인물 | 한나라의 환관 | 184년 사망 | 중국의 살해된 인물
305,원성,won_seong_305,KEEP,원성,원성,/w/%EC%9B%90%EC%84%B1,https://namu.wiki/w/%EC%9B%90%EC%84%B1,7,strong:후한 말,후한 말의 인물이며 자는 문개(文開)로 예주 여남군 여양현 사람. 문벌귀족 여남 원씨 출신. 후,후한의 인물 | 한나라의 관료 | 여남 원씨 | 저우커우시 출신 인물
306,서강,seo_gang_306,KEEP,서강(삼국지연의),서강(삼국지연의),/w/%EC%84%9C%EA%B0%95(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),https://namu.wiki/w/%EC%84%9C%EA%B0%95(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),12,strong:삼국지연의;qual:삼국지|삼국지연의,"삼국지연의 의 등장인물. 행적 서서 의 동생으로 서서가 방랑할 시기에 서서를 대신해 어머니를 모셨다고 하며, 정욱",삼국지/가공인물
313,유영,yu_yeong_313,KEEP,유영(촉한),유영(삼국지),/w/%EC%9C%A0%EC%98%81(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%9C%A0%EC%98%81(%EC%82%BC%EA%B5%AD%EC%A7%80),18,strong:삼국시대|정사 삼국지|촉한|삼국시대(중국);qual:삼국지,삼국시대 촉한 의 초대 황제 유비 의 아들이자 유선 의 이복동생으로 자 는 공수(公壽)다. 정사 삼국지 황,삼국시대(중국)/황족 | 촉한의 인물 | 몰년 미상
325,조광,jo_gwang_325,KEEP,조광(삼국지),조광(삼국지),/w/%EC%A1%B0%EA%B4%91(%EC%82%BC%EA%B5%AD%EC%A7%80),https://namu.wiki/w/%EC%A1%B0%EA%B4%91(%EC%82%BC%EA%B5%AD%EC%A7%80),13,strong:삼국시대|정사 삼국지|촉한;qual:삼국지,삼국시대 촉한 의 인물이자 조운 의 차남으로 조통 의 동생. 정사 삼국지 아문장의 직위로 강유 를 수행해,촉한의 인물 | 263년 사망 | 전쟁 사망자
333,마우,ma_u_333,KEEP,마우,마우,/w/%EB%A7%88%EC%9A%B0,https://namu.wiki/w/%EB%A7%88%EC%9A%B0,7,strong:후한 말,"馬宇 (? ~ 194) 후한 말의 인물. 생애 시중을 지내다가 충소 , 유범 등과 모의해 마등 에게 장안을",194년 사망 | 후한의 인물
348,육현,yuk_hyeon_348,KEEP,육현,육현,/w/%EC%9C%A1%ED%98%84,https://namu.wiki/w/%EC%9C%A1%ED%98%84,11,strong:삼국시대|손오|오나라,삼국시대 오나라 의 인물이자 육항 의 삼남. 양주 오군 오현 사람. 생애 274년 가을에 육항이 죽자 손호,손오의 인물 | 몰년 미상 | 오군 육씨 | 쑤저우시(장쑤성) 출신 인물
352,진명,jin_myeong_352,KEEP,진명(삼국지연의),진명(삼국지연의),/w/%EC%A7%84%EB%AA%85(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),https://namu.wiki/w/%EC%A7%84%EB%AA%85(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),14,strong:삼국지연의|위나라;qual:삼국지|삼국지연의,삼국지연의 의 가공인물 이자 위나라 의 장수로 진랑 의 동생. 행적 제갈량 이 위나라를 공격해 북벌을 시도했고,삼국지/가공인물
382,진준,jin_jun_382,KEEP,진준(삼국지연의),진준(삼국지연의),/w/%EC%A7%84%EC%A4%80(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),https://namu.wiki/w/%EC%A7%84%EC%A4%80(%EC%82%BC%EA%B5%AD%EC%A7%80%EC%97%B0%EC%9D%98),14,strong:삼국지연의|위나라;qual:삼국지|삼국지연의,삼국지연의 의 가공인물 . 행적 위나라 의 장수로 제갈탄 이 문흠 과 함께 수춘 에서 반란 을 일으키면서,삼국지/가공인물
388,조덕,jo_deok_388,KEEP,조덕,조덕,/w/%EC%A1%B0%EB%8D%95,https://namu.wiki/w/%EC%A1%B0%EB%8D%95,9,strong:후한 말|정사 삼국지,후한 말의 인물이자 조조 의 동생 으로 예주 패국 초현 사람. 정사 삼국지 조조의 아버지 조숭 이,후한의 인물 | 193년 사망 | 중국의 살해된 인물 | 보저우시 출신 인물
